carrier_name,carrier_slug,state,event_type,event_date,source_url,source_name
Credit General Indemnity Company,credit-general-indemnity-company,TX,liquidation,2000-12-15,https://tpciga.org/liquidation-directory/,Texas Property & Casualty Insurance Guaranty Association
Driver’s Insurance Company,driver-s-insurance-company,TX,liquidation,2013-05-13,https://tpciga.org/liquidation-directory/,Texas Property & Casualty Insurance Guaranty Association
Empire Lloyds Insurance Company,empire-lloyds-insurance-company,TX,liquidation,2003-01-08,https://tpciga.org/liquidation-directory/,Texas Property & Casualty Insurance Guaranty Association
Employers Casualty Company,employers-casualty-company,TX,liquidation,1994-01-06,https://tpciga.org/liquidation-directory/,Texas Property & Casualty Insurance Guaranty Association
Employers National Insurance Company,employers-national-insurance-company,TX,liquidation,1994-01-18,https://tpciga.org/liquidation-directory/,Texas Property & Casualty Insurance Guaranty Association
Employers of Texas Lloyd's,employers-of-texas-lloyd-s,TX,liquidation,1994-01-18,https://tpciga.org/liquidation-directory/,Texas Property & Casualty Insurance Guaranty Association
Equity Mutual Insurance Company,equity-mutual-insurance-company,TX,liquidation,2004-08-30,https://tpciga.org/liquidation-directory/,Texas Property & Casualty Insurance Guaranty Association
FedNat Insurance Company,fednat-insurance-company,TX,liquidation,2022-09-27,https://tpciga.org/liquidation-directory/,Texas Property & Casualty Insurance Guaranty Association
Financial Insurance Company of America,financial-insurance-company-of-america,TX,liquidation,2005-05-27,https://tpciga.org/liquidation-directory/,Texas Property & Casualty Insurance Guaranty Association
First Southern Insurance Company,first-southern-insurance-company,TX,liquidation,1992-10-13,https://tpciga.org/liquidation-directory/,Texas Property & Casualty Insurance Guaranty Association
Freestone Insurance Company,freestone-insurance-company,TX,liquidation,2014-08-15,https://tpciga.org/liquidation-directory/,Texas Property & Casualty Insurance Guaranty Association
Fremont Indemnity Company,fremont-indemnity-company,TX,liquidation,2003-07-10,https://tpciga.org/liquidation-directory/,Texas Property & Casualty Insurance Guaranty Association
Frontier Indemnity Company,frontier-indemnity-company,TX,liquidation,2012-12-06,https://tpciga.org/liquidation-directory/,Texas Property & Casualty Insurance Guaranty Association
Gateway Insurance Company,gateway-insurance-company,TX,liquidation,2020-06-10,https://tpciga.org/liquidation-directory/,Texas Property & Casualty Insurance Guaranty Association
GO Insurance Company,go-insurance-company,TX,liquidation,2024-03-08,https://tpciga.org/liquidation-directory/,Texas Property & Casualty Insurance Guaranty Association
Gramercy Insurance Company,gramercy-insurance-company,TX,liquidation,2013-08-26,https://tpciga.org/liquidation-directory/,Texas Property & Casualty Insurance Guaranty Association
Guarantee Insurance Company,guarantee-insurance-company,TX,liquidation,2017-11-27,https://tpciga.org/liquidation-directory/,Texas Property & Casualty Insurance Guaranty Association
Gulfstream Property and Casualty Ins Co,gulfstream-property-and-casualty-ins-co,TX,liquidation,2021-07-28,https://tpciga.org/liquidation-directory/,Texas Property & Casualty Insurance Guaranty Association
HIH American Comp & Liability Ins Co,hih-american-comp-liability-ins-co,TX,liquidation,2001-05-14,https://tpciga.org/liquidation-directory/,Texas Property & Casualty Insurance Guaranty Association
"Home Insurance Company, The",home-insurance-company-the,TX,liquidation,2003-06-26,https://tpciga.org/liquidation-directory/,Texas Property & Casualty Insurance Guaranty Association
Homewise Preferred Insurance Co,homewise-preferred-insurance-co,TX,liquidation,2011-11-04,https://tpciga.org/liquidation-directory/,Texas Property & Casualty Insurance Guaranty Association
Houston General Insurance Exchange,houston-general-insurance-exchange,TX,liquidation,2020-08-11,https://tpciga.org/liquidation-directory/,Texas Property & Casualty Insurance Guaranty Association
ICM Insurance Company,icm-insurance-company,TX,liquidation,2013-12-24,https://tpciga.org/liquidation-directory/,Texas Property & Casualty Insurance Guaranty Association
Ideal Mutual Insurance Company,ideal-mutual-insurance-company,TX,liquidation,1985-03-22,https://tpciga.org/liquidation-directory/,Texas Property & Casualty Insurance Guaranty Association
Imperial Casualty and Indemnity Company,imperial-casualty-and-indemnity-company,TX,liquidation,2010-05-12,https://tpciga.org/liquidation-directory/,Texas Property & Casualty Insurance Guaranty Association
Integrity Insurance Company,integrity-insurance-company,TX,liquidation,1987-10-06,https://tpciga.org/liquidation-directory/,Texas Property & Casualty Insurance Guaranty Association
International Indemnity Company,international-indemnity-company,TX,liquidation,2001-01-25,https://tpciga.org/liquidation-directory/,Texas Property & Casualty Insurance Guaranty Association
International Service Insurance Company,international-service-insurance-company,TX,liquidation,1991-12-12,https://tpciga.org/liquidation-directory/,Texas Property & Casualty Insurance Guaranty Association
Legion Insurance Companies,legion-insurance-companies,TX,liquidation,2002-10-25,https://tpciga.org/liquidation-directory/,Texas Property & Casualty Insurance Guaranty Association
Lighthouse Property Ins Co,lighthouse-property-ins-co,TX,liquidation,2022-04-28,https://tpciga.org/liquidation-directory/,Texas Property & Casualty Insurance Guaranty Association
Lincoln General Insurance Company,lincoln-general-insurance-company,TX,liquidation,2015-11-05,https://tpciga.org/liquidation-directory/,Texas Property & Casualty Insurance Guaranty Association
Lumbermens Mutual Casualty Company,lumbermens-mutual-casualty-company,TX,liquidation,2013-05-10,https://tpciga.org/liquidation-directory/,Texas Property & Casualty Insurance Guaranty Association
Lumbermens Underwriting Alliance,lumbermens-underwriting-alliance,TX,liquidation,2016-05-23,https://tpciga.org/liquidation-directory/,Texas Property & Casualty Insurance Guaranty Association
Midland Insurance Company,midland-insurance-company,TX,liquidation,1986-07-09,https://tpciga.org/liquidation-directory/,Texas Property & Casualty Insurance Guaranty Association
MIIX Insurance Company,miix-insurance-company,TX,liquidation,2008-04-15,https://tpciga.org/liquidation-directory/,Texas Property & Casualty Insurance Guaranty Association
"Millers Insurance Company, The",millers-insurance-company-the,TX,liquidation,2003-03-14,https://tpciga.org/liquidation-directory/,Texas Property & Casualty Insurance Guaranty Association
Mission Insurance Company,mission-insurance-company,TX,liquidation,1987-03-20,https://tpciga.org/liquidation-directory/,Texas Property & Casualty Insurance Guaranty Association
Mission National Insurance Company,mission-national-insurance-company,TX,liquidation,1987-03-20,https://tpciga.org/liquidation-directory/,Texas Property & Casualty Insurance Guaranty Association
National Allied Insurance Co of Texas,national-allied-insurance-co-of-texas,TX,liquidation,1986-09-15,https://tpciga.org/liquidation-directory/,Texas Property & Casualty Insurance Guaranty Association
National Automobile and Casualty Ins Co,national-automobile-and-casualty-ins-co,TX,liquidation,2002-06-28,https://tpciga.org/liquidation-directory/,Texas Property & Casualty Insurance Guaranty Association
Park Avenue Property & Casualty Ins Co,park-avenue-property-casualty-ins-co,TX,liquidation,2009-11-18,https://tpciga.org/liquidation-directory/,Texas Property & Casualty Insurance Guaranty Association
Paula Insurance Company,paula-insurance-company,TX,liquidation,2002-06-25,https://tpciga.org/liquidation-directory/,Texas Property & Casualty Insurance Guaranty Association
Petrosurance Casualty Company,petrosurance-casualty-company,TX,liquidation,2002-03-15,https://tpciga.org/liquidation-directory/,Texas Property & Casualty Insurance Guaranty Association
PHICO Insurance Company,phico-insurance-company,TX,liquidation,2002-02-05,https://tpciga.org/liquidation-directory/,Texas Property & Casualty Insurance Guaranty Association
Premier Alliance Insurance Company,premier-alliance-insurance-company,TX,liquidation,1994-08-19,https://tpciga.org/liquidation-directory/,Texas Property & Casualty Insurance Guaranty Association
Pride National Insurance Company,pride-national-insurance-company,TX,liquidation,2013-07-10,https://tpciga.org/liquidation-directory/,Texas Property & Casualty Insurance Guaranty Association
Professional Liability Ins Co of America,professional-liability-ins-co-of-america,TX,liquidation,2014-02-10,https://tpciga.org/liquidation-directory/,Texas Property & Casualty Insurance Guaranty Association
Realm National Insurance Company,realm-national-insurance-company,TX,liquidation,2005-06-16,https://tpciga.org/liquidation-directory/,Texas Property & Casualty Insurance Guaranty Association
Reciprocal of America,reciprocal-of-america,TX,liquidation,2003-06-27,https://tpciga.org/liquidation-directory/,Texas Property & Casualty Insurance Guaranty Association
Red Rock Insurance Co,red-rock-insurance-co,TX,liquidation,2014-08-21,https://tpciga.org/liquidation-directory/,Texas Property & Casualty Insurance Guaranty Association
Reinsurance Company of America,reinsurance-company-of-america,TX,liquidation,2011-04-27,https://tpciga.org/liquidation-directory/,Texas Property & Casualty Insurance Guaranty Association
Reliance Insurance Company,reliance-insurance-company,TX,liquidation,2001-10-05,https://tpciga.org/liquidation-directory/,Texas Property & Casualty Insurance Guaranty Association
Rockwood Insurance Company,rockwood-insurance-company,TX,liquidation,1991-10-16,https://tpciga.org/liquidation-directory/,Texas Property & Casualty Insurance Guaranty Association
San Antonio Indemnity Company,san-antonio-indemnity-company,TX,liquidation,2013-10-31,https://tpciga.org/liquidation-directory/,Texas Property & Casualty Insurance Guaranty Association
Santa Fe Insurance Company,santa-fe-insurance-company,TX,liquidation,2013-04-11,https://tpciga.org/liquidation-directory/,Texas Property & Casualty Insurance Guaranty Association
SIR Lloyd's Insurance Company,sir-lloyd-s-insurance-company,TX,liquidation,1992-03-12,https://tpciga.org/liquidation-directory/,Texas Property & Casualty Insurance Guaranty Association
Standard Financial Indemnity Corp.,standard-financial-indemnity-corp,TX,liquidation,1992-03-12,https://tpciga.org/liquidation-directory/,Texas Property & Casualty Insurance Guaranty Association
Superior Pacific Casualty Company,superior-pacific-casualty-company,TX,liquidation,2000-09-29,https://tpciga.org/liquidation-directory/,Texas Property & Casualty Insurance Guaranty Association
Texas Citrus & Vegetable Ins Exchange,texas-citrus-vegetable-ins-exchange,TX,liquidation,1992-12-04,https://tpciga.org/liquidation-directory/,Texas Property & Casualty Insurance Guaranty Association
Texas Employers Indemnity Company,texas-employers-indemnity-company,TX,liquidation,1991-11-20,https://tpciga.org/liquidation-directory/,Texas Property & Casualty Insurance Guaranty Association
Texas Employers' Insurance Association,texas-employers-insurance-association,TX,liquidation,1990-12-11,https://tpciga.org/liquidation-directory/,Texas Property & Casualty Insurance Guaranty Association
Texas Select Insurance Company,texas-select-insurance-company,TX,liquidation,2006-08-01,https://tpciga.org/liquidation-directory/,Texas Property & Casualty Insurance Guaranty Association
Transit Casualty Company,transit-casualty-company,TX,liquidation,1985-12-18,https://tpciga.org/liquidation-directory/,Texas Property & Casualty Insurance Guaranty Association
Ullico Casualty Company,ullico-casualty-company,TX,liquidation,2013-05-30,https://tpciga.org/liquidation-directory/,Texas Property & Casualty Insurance Guaranty Association
United Property & Casualty Ins Co,united-property-casualty-ins-co,TX,liquidation,2023-02-27,https://tpciga.org/liquidation-directory/,Texas Property & Casualty Insurance Guaranty Association
Villanova Insurance Company,villanova-insurance-company,TX,liquidation,2002-10-25,https://tpciga.org/liquidation-directory/,Texas Property & Casualty Insurance Guaranty Association
Western Employers Insurance Company,western-employers-insurance-company,TX,liquidation,1991-06-04,https://tpciga.org/liquidation-directory/,Texas Property & Casualty Insurance Guaranty Association
Western General Insurance Company,western-general-insurance-company,TX,liquidation,2021-08-05,https://tpciga.org/liquidation-directory/,Texas Property & Casualty Insurance Guaranty Association
Western Indemnity Insurance Company,western-indemnity-insurance-company,TX,liquidation,2003-06-11,https://tpciga.org/liquidation-directory/,Texas Property & Casualty Insurance Guaranty Association
Weston Property & Casualty Ins Co,weston-property-casualty-ins-co,TX,liquidation,2022-08-08,https://tpciga.org/liquidation-directory/,Texas Property & Casualty Insurance Guaranty Association
Windhaven National Insurance Company,windhaven-national-insurance-company,TX,liquidation,2020-05-05,https://tpciga.org/liquidation-directory/,Texas Property & Casualty Insurance Guaranty Association
